uid;rawUid
2757496065;010D5CA4
0070080001;01562D04
0606886913;015C2C24
2221300993;015D6684
1962236673;015BF574
0076503041;01588F04
3825995265;010E0CE4
1145113089;010A4144
0881612033;01558C34
3294846209;015D63C4
3558103297;015914D4
2498123009;0155E694
3303562753;015EE8C4
1148867841;01557A44
3294516737;01565EC4
1692276225;0116DE64
1947289857;01491174
0604988161;01630F24
0071458305;015E4204
1959614977;015ACD74
2753894145;011725A4
1678861057;01631164
0879386881;01616A34
0338451713;015D2C14
2220122881;01635484
1151229441;015E9E44
0335700737;01630214
2223005697;01608084
2753777921;015123A4
0340288001;01624814
0341644545;01155D14
3825294337;015C01E4
4095756801;014A20F4
3300679425;015FBCC4
3840366337;0157E7E4
1949917697;01623974
1684036353;015B6064
2755811841;015A42A4
0616454913;015BBE24
3569114881;015FBCD4
3296021505;014C75C4
1418156801;015B8754
3568196865;015DAED4
3838796545;0163CFE4
1687117825;01608F64
3027456001;015073B4
2761580801;01619AA4
3029621761;015C94B4
0883230465;0107A534
0605839873;01621C24
0885285633;0163C434
0884564481;0162B934
0877092865;01604734
2227439873;0109C484
2491699201;01508494
2760577537;01128BA4
3840106753;0161E3E4
3831519233;015860E4
0079977985;015EC404
3292465153;01083FC4
3564459521;015675D4
1686461185;015B8564
0340942081;015D5214
1680674817;01102D64
3571665665;014BE3D4
0336223489;015D0A14
3834142977;016188E4
3029031169;01598BB4
0877158913;01624834
4103034625;01578FF4
0344547073;015F8914
1144937473;015C3E44
0071196417;015F3E04
1690192897;014CBE64
2766228481;014CE1A4
2216255745;01611984
1153721089;0163C444
1417829377;015C8254
3559741953;015A2DD4
0081070081;0108D504
3300465409;011BB9C4
0082402561;015DE904
3034994433;0157E6B4
0609246977;015F5024
0072639233;01635404
1960990209;0156E274
2487376385;015A4294
0885938689;015ACE34
4099415553;011E58F4
2229818625;0155E884
2483685633;01090A94
1419467265;015A9B54
1958960641;015EC374
1147866881;010F6B44
1422347777;014EC754
0072632577;01495404
1409311233;01620054
3030801153;015BA6B4
3026324481;010C62B4
3021824769;01631DB4
0082993409;0161F204
3026869761;015E6AB4
1685150465;015B7164
3290637057;012323C4
1422875393;015BCF54
3024707841;016149B4
1153982721;0161C844
0617963777;0161D524
3027787009;015D78B4
1694190849;014DFB64
1156453377;0114EE44
2492094977;015A8A94
2223835905;010B8D84
1687969025;015D9C64
2216977409;01642484
1962041601;0161F274
2488078593;01114D94
1155095809;015DD944
1153194497;015ABC44
0881613057;01598C34
4096549377;01622CF4
0880040449;015A7434
1414618369;015D5154
1418878977;01609254
3837354753;0163B9E4
2756141057;016047A4
0887315201;015BE334
0336091649;015A0814
1958303233;0156B974
3298577665;014D9CC4
2217495553;014C2C84
3290124289;01501BC4
2215466753;01570D84
2218481409;01573B84
1681935105;014B4064
2230323457;0109F084
3830927617;015157E4
2223201281;015C8384
2217041921;01602584
0081156353;0159D604
4107359489;0155D1F4
1684233473;015D6364
2225756929;015BAA84
0336420609;015F0D14
2488358913;01585194
2492091649;014D8A94
1143495681;015C2844
4093991937;015C05F4
2221563393;015E6A84
3838272001;0162C7E4
3572523777;0163F0D4
1141990401;01641144
2223970049;01178F84
3831388161;01585EE4
3560987137;015A40D4
1156009729;014FE744
2498910977;015BF294
1152475137;0160B144
2766166529;015AE0A4
0606691585;01612924
1150638849;015B9544
1680891649;015F3064
2498977537;015FF394
1951620865;015F5374
1692424193;0158E064
3832373249;01606DE4
2497861633;0158E294
1691816705;0113D764
0078076673;015BA704
3021562113;016119B4
2489146369;015C5D94
2226019585;015DAE84
3022215425;015923B4
1146444033;01595544
0341137665;01595514
3573306625;0155FCD4
1686854913;015D8B64
4108605697;0159E4F4
1686790401;01618A64
3022998273;014B2FB4
0337184769;01081914
0345855489;01569D14
2231127297;014DFC84
1961252097;0155E674
3295697921;015C70C4
1684623617;01516964
0880429569;014A7A34
1416432129;010A6D54
3564262657;015572D4
4108996097;014EEAF4
1416779521;01577254
1142512641;015C1944
1691771393;0162D664
3295814913;012572C4
2486455809;014E3494
2759529729;01157BA4
3826606081;016015E4
1960596737;0155DC74
2220709377;01565D84
2214747137;015C0284
0337140481;015B1814
4103884033;014D9CF4
3298578689;01519CC4
1693011201;014DE964
0077355265;01599C04
2766430209;0160E4A4
3024050177;01583FB4
2484887809;01611C94
1145003265;015D3F44
1143298305;01592544
3289275905;015E0EC4
3561970689;015C4FD4
0604593409;015D0924
2494695681;0109B294
3298516225;015D9BC4
3289408513;016410C4
2221890561;015C6F84
3841805825;014EFDE4
3027983873;015E7BB4
1150767105;01509744
3829292289;015D3EE4
3834514945;010E8EE4
2221233921;01576584
3569836545;0162C7D4
3033816577;015ED4B4
1680542721;010C2B64
0881483265;015E8A34
4105000705;0157ADF4
4099757569;01565DF4
2494891777;0107B594
0881545473;01518B34
1688032769;01569D64
3560055553;012332D4
1960925185;0158E174
1412581633;01493254
3023985153;015A3EB4
2755938817;014A44A4
3031259393;0159ADB4
1142580225;01641A44
0083695105;0116FD04
2230324225;010CF084
2488928513;01095A94
3562886657;01565DD4
2758042113;016264A4
4107492609;015DD3F4
0616977921;0156C624
2484230145;01581294
4106313217;015EC1F4
2220250881;01575684
0335876097;01100514
3835171073;011198E4
1678728705;015E0F64
4101003265;015870F4
1156996609;015EF644
2766362881;0159E3A4
3033817089;0160D4B4
3839119105;014FD4E4
4109522945;0158F2F4
1415404545;015C5D54
3297073921;015B85C4
3827064321;015E1CE4
4107229185;0158CFF4
0883710977;015CAC34
1412587009;015E3254
4096527105;010B2CF4
0339958273;015A4314
4101528833;015D78F4
1947818497;015A1974
3295041793;015966C4
3825425153;015B03E4
0081286913;0157D804
0345924097;01629E14
1415534593;01585F54
3022805761;015B2CB4
0074013953;015D6904
4096941569;015E32F4
4106901249;0157CAF4
3560132353;014F33D4
2761711873;01619CA4
1948934913;01632A74
2491044097;01517A94
0613556993;01239224
2487030017;01113D94
1680695553;01612D64
0347015169;0108AF14
3020052737;015902B4
4103625729;015C98F4
3292291329;01613CC4
3571014913;015DD9D4
3837745409;0159BFE4
3825279745;012301E4
2496553729;0163CE94
1146243841;014B5244
3838531329;0157CBE4
1947165185;01620F74
1681021185;01593264
0608788481;01604924
1692947713;0155E864
3031324673;0158AEB4
0079322113;015CBA04
0340594689;01104D14
0075916033;01638604
1149067265;01607D44
2497796097;0158E194
3565701889;014B88D4
2485803777;015B2A94
3296090625;015A76C4
4099299073;015756F4
1420973313;0155B254
0612523009;015C8224
0616389121;015ABD24
2230803969;015EF784
0607148033;01583024
0617812481;0112D324
1425954049;0155FE54
3572850689;0160F5D4
0078534401;0157AE04
3033424641;0163CEB4
4099495169;015559F4
4104015617;014F9EF4
2493667329;0158A294
1953174529;01146B74
1948518657;01092474
1149327361;01588144
0076634113;01589104
3841221121;0162F4E4
1415337473;01565C54
3831258113;015C5CE4
1145791489;01644B44
2495438593;015FBD94
0074669057;015C7304
0607084033;015E2F24
3825997569;01170CE4
3835451649;01599CE4
1954698753;01568274
1421630465;015CBC54
3289143041;01570CC4
1419336705;015C9954
1415406593;01645D54
2753453569;015E1EA4
3291111937;01622AC4
0612063489;01597B24
2498256129;015DE894
1953456129;01606F74
0616895489;0114C524
3032965633;0162C7B4
0619077633;0160E624
2495176449;015FB994
3303693569;015DEAC4
3569702401;0156C5D4
3027178497;01146FB4
3301269505;0160C5C4
1679319297;01611864
0876764929;015F4234
0071260929;015B3F04
1422088449;0159C354
3298516737;015F9BC4
0606823169;01632B24
3828309249;015D2FE4
1142840833;015E1E44
3558955009;015821D4
2221496577;01596984
3558103041;015814D4
3289342977;01640FC4
1947687681;015B1774
1150113793;01588D44
0875976193;01563634
1688869633;011BAA64
2499420417;0121FA94
1686395649;015B8464
1412388097;01552F54
3297008129;015A84C4
2222283265;015A7584
1687772161;015C9964
0605184513;01621224
0340548609;015C4C14
0070604289;01563504
2755550465;015D3EA4
0883317505;015BA634
2488493057;01645394
3568787969;0162B7D4
2218287873;01633884
2491767297;015A8594
1680891393;015E3064
3558364929;015718D4
2219924993;015E5184
2761972993;015DA0A4
0888231425;0156F134
0884432641;015FB734
4105918977;015ABBF4
1946180609;015C0074
0336748545;01601214
0349201153;0163D014
4109065985;015FEBF4
2766888705;015FEBA4
1414029569;01614854
2225822209;015AAB84
4104019969;01609EF4
2760792321;01598EA4
3572125185;014EEAD4
1959615233;015BCD74
3560464897;016238D4
0888296705;0155F234
0079979265;0163C404
2753648897;015921A4
0878993921;01626434
3826539521;015C14E4
2223723777;01558B84
2216169473;01101884
0348939009;0163CC14
1142970369;01582044
2222544129;01557984
3300612609;015ABBC4
2484886785;015D1C94
3828243713;015D2EE4
3032552705;0115C1B4
1143756289;01562C44
4094578433;014F0EF4
0612785153;015C8624
3292682753;015A42C4
1688689665;015CA764
2488753665;015E5794
1152142081;014BAC44
0607148545;015A3024
0336353025;01570C14
1687970305;01629C64
3563479553;016266D4
0610096641;01565D24
0067652609;014C0804
0346841857;0163AC14
4108736257;0157E6F4
2492356865;01598E94
3571537921;0158E1D4
0348348417;0160C314
0077093889;015C9804
2484559105;015D1794
1152079361;0156AB44
2766232065;015AE1A4
4100872193;01586EF4
1415469057;01585E54
0341988609;01556214
4105788417;015CB9F4
4099889153;01585FF4
3565707009;015F88D4
1154243329;015BCC44
4100348161;015966F4
1952732929;01576474
2223135745;015C8284
2229951745;015DEA84
4109918209;0160F8F4
3023722241;01573AB4
3030801409;015CA6B4
1958894849;015DC274
2485478401;01642594
1678726913;01570F64
1417765377;01628154
2763020545;0159B0A4
1413437953;015A3F54
1145523713;014E4744
0619799297;0163F124
3300087041;0155B3C4
3838205185;015DC6E4
0077667585;011DA104
2492227073;015E8C94
1691507201;015AD264
1961189889;0162E574
0346428929;0116A614
2753582593;015620A4
1694062849;0159F964
1690327297;0159C064
4096680961;01642EF4
0605709313;01641A24
0877486337;01614D34
1956142849;015F9874
1420321025;0161A854
0616651265;015AC124
1693800705;0159F564
0079955713;0107C404
3569442305;015EC1D4
1150573569;015C9444
1140875777;01620044
0613572609;01609224
0336879617;01601414
4107557121;0159D4F4
3022870017;01562DB4
2766213121;0110E1A4
0073553153;01556204
4096547585;015B2CF4
0872635137;015B0334
1143301121;01642544
3033356801;015ACDB4
1148869889;015D7A44
0067984897;015E0D04
1142103041;011C1344
1678664193;01620E64
0612177153;01157D24
0884626945;0156BA34
0349658625;015ED714
1952539393;01636174
3825623297;016106E4
2498452737;015DEB94
2223986433;01578F84
2764726017;015FCAA4
0881138433;011B8534
1957911809;015DB374
2497862145;015AE294
2229753089;0155E784
0604055041;01260124
2487814913;010B4994
0604457985;014C0724
3829812737;014E46E4
1954044417;015A7874
3563671297;014F69D4
3837418497;015CBAE4
1144872193;015D3D44
1412260097;01612D54
0348015617;014CBE14
1141792257;015E0E44
1961843457;015BEF74
3026738689;015E68B4
3298183425;014996C4
2493078273;015B9994
3028244481;01587FB4
2765577729;015ED7A4
2760857089;01568FA4
3291025665;011129C4
1141923329;015E1044
0889083137;0155FE34
0887183361;0158E134
2759613953;015E7CA4
1141987329;01581144
3832830465;015A74E4
3566885377;015A9AD4
3572652545;015AF2D4
3300089857;0160B3C4
3034453505;0116DEB4
2766496257;0162E5A4
2496944385;0159D494
2757317889;015559A4
3561753601;010C4CD4
1156797697;0155F344
0873160449;015F0B34
4103692545;016199F4
1150702849;01559644
3301792257;015ACDC4
0335960833;015B0614
0873489409;01641034
3563281665;015D63D4
2489736705;015E6694
1146773761;01615A44
4093665793;016200F4
3304130561;0108F1C4
2760071937;015B83A4
1946553601;010D0674
2486439681;010F3494
3828879617;011138E4
2217940481;01163384
0351930881;010AFA14
2490108673;010B6C94
1156319745;010AEC44
3032223745;0110BCB4
0336202497;010B0A14
0609159937;010B4F24
2763266305;0119B4A4
2214925313;01140584
0887035905;0118DF34
0888935425;0114FC34
1148782593;01087944
0076686081;01239204
2486833409;01113A94
0081729025;0116DF04
0619782145;0120F124
0078977025;0118B504
0342760705;011D6E14
3834455553;01268DE4
3029738241;012396B4
0343347457;01117714
0072163329;01204D04
0877335297;01134B34
1946291201;010C0274
1681990913;01254164
0068621825;01161704
0075303425;010A7D04
2756514817;01144DA4
0873992449;01111834
2228032513;0114CD84
1422791681;0114CE54
2499745281;0116FF94
3023310081;010D34B4
0874580225;01092134
2221412865;01126884
1145901057;01104D44
0076155393;010A8A04
0885327617;0107C534
3297512961;010E8CC4
3830319361;01094EE4
0340923393;01145214
0342364673;01126814
0880873729;01118134
0887100417;0114E034
3558214145;010A16D4
1147213057;01156144
3835238145;011799E4
2222723585;01127C84
1687621889;01119764
3837136129;010DB6E4
3565030657;010D7ED4
3292860161;010F45C4
0882772737;010B9E34
0608897793;010B4B24
2229670401;0112E684
1688538881;010FA564
0348395009;0116C414
3833137921;010B79E4
3033468929;0110CFB4
3833138689;010E79E4
3837201665;010DB7E4
3562540289;010D58D4
3564182273;011B71D4
0879758337;010C7034
2217350913;01172A84
4104590337;0114A7F4
0620106497;0113F624
3826781441;010D18E4
2214991617;01170684
3300352769;0163B7C4
3572654593;0162F2D4
3300417281;015FB8C4
3035978241;015AF5B4
2758036737;014D64A4
2225627393;0161A884
2224299009;011C9484
0075388929;01587E04
2756796161;015F51A4
0070935297;01633A04
2766363649;015CE3A4
0344217089;01568414
3568375041;0115B1D4
0071459841;01644204
3826146817;015E0EE4
2496028929;0161C694
0073684737;01576404
3036305665;0159FAB4
4098119937;015944F4
2490064897;01606B94
1960069633;014AD474
1423267329;0156D554
1417369857;01597B54
0068575233;01601604
2766690561;0159E8A4
2751683329;015B03A4
4094647809;015E0FF4
1685999105;014E7E64
3301335041;0160C6C4
2758366721;015669A4
3295107329;015967C4
2487488257;010F4494
2489671169;015E6594
0342445825;014F6914
1954634753;015C8174
2498910721;015AF294
1414224897;015C4B54
0082207489;0163E604
1960579329;0111DC74
3025295361;015852B4
2753978369;016026A4
1955289345;01598B74
0606821377;015C2B24
1416761345;01107254
2494259969;0163AB94
2226212609;014FB184
3034866433;0163E4B4
0071895041;01084904
0614290945;01569D24
3560836097;010C3ED4
2486720001;01563894
0342496769;01166A14
1413830145;01564554
0617698561;0155D124
1947884289;015B1A74
2219005441;01564384
1949063681;015A2C74
2487441665;01594394
3569639425;0160C4D4
3032637441;0160C2B4
1690524929;015DC364
0344218369;015B8414
1946704641;015B0874
2229947905;014EEA84
3836238849;015CA8E4
1946769921;015A0974
1151995649;010FAA44
1954089729;010B7974
3033291777;015CCCB4
1418093313;01638654
1677943553;01630364
3834137345;014B88E4
1954373889;01617D74
0067521793;014D0604
0069340929;010F2204
0078798849;0160B204
1686117377;011C8064
3032504833;015AC0B4
3830326273;01244EE4
3303364353;0157E5C4
1955089153;014B8874
0335566593;01570014
0888476417;0113F534
0340806657;014C5014
2228773121;0161D884
1417762305;01568154
3302841089;015BDDC4
0350772481;015DE814
2760116481;010984A4
3566099969;015E8ED4
0616849409;0160C424
4097990401;015F42F4
1690308609;0110C064
3021954817;015F1FB4
4104675073;015FA8F4
2759416065;015979A4
0341202689;01575614
4102578433;016188F4
0873423361;01620F34
1946967809;015F0C74
1422221313;0160C554
0880631297;015E7D34
3304152833;015FF1C4
1423989505;015BE054
1153062657;0157BA44
0344087297;015B8214
2496880129;015ED394
1423006209;015AD154
0071261441;015D3F04
4099105537;016353F4
1683842049;01645D64
1156799489;015CF344
1684627713;01616964
1141968129;010D1144
1958371073;015FBA74
4106380033;0163C2F4
2754370049;015A2CA4
4095563521;01571DF4
3303430401;0159E6C4
2225883905;014BAC84
2230718465;0110F684
1690656769;0160C564
0351363841;0163F114
2757056769;015955A4
1691572481;0159D364
3288994561;01130AC4
1418484993;015D8C54
4095298561;014C19F4
2490042369;01086B94
3835257089;016199E4
3297664513;015E8EC4
3034863873;0159E4B4
1682268929;01634564
0884035329;014FB134
1955945217;015B9574
0342446337;01516914
1683032577;010A5164
1152342017;0158AF44
0067591169;015C0704
3035434753;010FEDB4
0083778817;015DFE04
0613504769;01579124
2753121281;014C19A4
3022806273;015D2CB4
2225757953;015FAA84
1413222657;01113C54
2224901377;014D9D84
2759740929;014E7EA4
0068836097;015B1A04
1954176513;015E7A74
3561555969;010849D4
0608655105;01574724
0611737345;015F7624
4096547329;015A2CF4
1691506689;0158D264
3024770305;01554AB4
2228050945;015CCD84
1691902465;0162D864
4100347649;015766F4
2751749377;015D04A4
3829687041;016344E4
0335698945;015C0214
4107033601;015CCCF4
3021365249;016016B4
3567985153;0122ABD4
1414548481;014C5054
2222348545;01597684
1687491841;01159564
0875761409;010F3334
0340808961;01555014
3304146945;0148F1C4
0344591105;010B8A14
3299958017;015DB1C4
1147364353;01646344
1959026689;0160C474
0345984769;014F9F14
1950374401;015A4074
1959941633;0156D274
2493996033;015CA794
1693277953;015FED64
1411079681;015E1B54
4099826433;01635EF4
4102446337;015D86F4
2226854401;011ABB84
2218156801;01633684
0343956225;015B8014
3838123265;011DC5E4
4093862913;016403F4
3300876289;0160BFC4
1157518849;0156FE44
3564003329;01606ED4
4103627265;016298F4
1156668417;015CF144
0078206209;0155A904
1424121345;015EE254
1152998145;015BB944
2498847489;0163F194
1154571777;015ED144
1684561921;01606864
1948475393;01602374
1952801281;01626574
2226738945;0157B984
3022676225;01612AB4
1960646145;0116DD74
1155487233;0156DF44
3296745473;015880C4
1957584897;0160AE74
0609510145;01635424
2223727617;01648B84
3033617921;0156D1B4
3565836801;015A8AD4
3572980993;015DF7D4
1150639873;015F9544
3304284161;0160F3C4
1683314945;01595564
0081024513;0156D404
3833880321;015F84E4
0614294017;01629D24
2222152193;015A7384
0074866177;015E7604
3300743425;0159BDC4
4096284417;015728F4
1412325121;015F2E54
0613179393;01608C24
1956470785;01609D74
0611341569;01557024
1680890113;01593064
1423203841;015ED454
1421019393;0109B354
4098710017;015A4DF4
0881352193;015E8834
1415406337;01635D54
1421550081;0122BB54
0616717569;015DC224
4096677121;01552EF4
4104544769;0162A6F4
2218482689;015C3B84
2765510401;0157D6A4
3558433281;016219D4
0069735681;01152804
2227199233;015DC084
3563085057;015D60D4
1155423233;015CDE44
0338911233;01603314
3566803457;011A99D4
3832699905;015C72E4
3293273089;015C4BC4
1947754241;015F1874
2214877953;015B0484
1148148481;015B6F44
0609295105;011B5124
0606954497;01642D24
1418419713;015E8B54
3564309505;010C73D4
0604527873;015D0824
1409965825;015F0A54
3558564353;01621BD4
0889149441;0158FF34
0339740929;01094014
1679841537;01592064
3838648321;0120CDE4
0078600449;0159AF04
4097069313;015134F4
0886462209;0157D634
2760597505;01608BA4
1423859457;015FDE54
2216124673;01611784
0075047425;01227904
2760138497;015F84A4
1690984193;015FCA64
3564133121;015B70D4
1143954945;015E2F44
3572850177;015EF5D4
0340482817;015B4B14
0876764417;015D4234
0344809473;01608D14
3303153409;011FE2C4
2487509505;01624494
4106575873;0160C5F4
0337520129;01261E14
0876566529;01583F34
1954766593;015F8374
4109457153;0157F1F4
0342120705;01596414
1680368385;01632864
3572455937;015AEFD4
2219249153;010E4784
3299563777;0159ABC4
0882070785;01559334
0875126017;015D2934
0620372993;0124FA24
2766558977;0157E6A4
2483182849;015D0294
1415798017;015D6354
2487490305;01174494
0081202689;010ED704
0613309953;015E8E24
1142117889;01561344
4096088833;015B25F4
1419400705;01569A54
1413110785;015C3A54
0341071617;01575414
1153720577;0161C444
3298385153;015D99C4
1687836161;01569A64
2754370817;015D2CA4
2225821953;0159AB84
0887316481;0160E334
3304742145;015DFAC4
0343172097;01647414
3298648065;01609DC4
3029361409;016390B4
3828178433;015E2DE4
1955029761;01638774
1143626753;015C2A44
1409573889;01640454
1961976065;0161F174
0873223937;01570C34
3029098497;01608CB4
0875189761;01562A34
3841088001;015AF2E4
0604199681;015B0324
2484755969;015E1A94
3027787521;015F78B4
0885742081;015ACB34
3290848001;015B26C4
0604462849;015F0724
3570688513;0162D4D4
0073688065;01646404
2228049921;0158CD84
2494060033;0156A894
1146642689;01615844
1147082241;01165F44
1155926785;010BE644
0350161153;0109DF14
2491288321;010B7E94
0068164865;011D1004
1960249345;0108D774
1947996929;01131C74
2218200577;010E3784
2484997889;010F1E94
1956975873;0115A574
2757694465;01145FA4
3288797953;011307C4
0346819073;010AAC14
1947930881;01111B74
1685460481;01167664
4108848385;010DE8F4
0067897857;010A0C04
3562474241;010B57D4
2491681793;010C8494
0345380097;01159614
3568831745;010DB8D4
2763919361;0110BEA4
0074321665;010F6E04
0883366145;0119A734
4104394753;0118A4F4
3828748801;011236E4
0083560193;0107FB04
0341713153;01215E14
0880092417;01257534
1152126977;0110AC44
0606148353;01172124
3564439553;010875D4
1955728897;010E9274
1952909569;01096774
1693846017;010AF664
3035631361;010FF0B4
0079039745;010DB604
1956383489;010B9C74
3566277121;011291D4
3563981825;010C6ED4
1155401985;0109DE44
2483096833;010D0194
3570800129;0116D6D4
0884414209;0117B734
2485128705;010E2094
0887952385;0114ED34
3826061057;010F0DE4
3022132481;011522B4
0071896065;010C4904
0074451713;010B7004
3825602817;011106E4
0888868353;010EFB34
4104459009;0113A5F4
4105901569;0116BBF4
3036285185;0109FAB4
0616961537;0116C624
2760509953;010A8AA4
3560246529;010D35D4
1678582273;01220D64
2220494337;010E5A84
0616698625;0113C224
3840480257;0114E9E4
0071832065;01124804
3288339969;011600C4
4108264193;0123DFF4
2761689089;01089CA4
1422135809;0112C454
2487224321;01084094
2226852097;0111BB84
3572311041;0124EDD4
0883164929;0107A434
3559003393;011522D4
3303344641;010AE5C4
0878448897;01115C34
1155206913;010FDB44
2214792193;010C0384
4109242625;0111EEF4
0342103809;01176414
0339546881;01133D14
0340265729;010B4814
1418336513;01198A54
2215187201;01130984
4097051905;010D34F4
1413616641;01144254
3826979585;01131BE4
3832811521;011074E4
3029927937;010899B4
0346235905;0124A314
3827442433;012322E4
0337971713;010A2514
1952191233;01135C74
3036548609;010EFEB4
2488340481;01105194
4098889985;011950F4
3288730369;010B06C4
1409486081;010D0354
2225085697;011DA084
2227440897;010DC484
3292142081;011A3AC4
0887362049;0112E434
2218398465;01133A84
2496399361;0108CC94
2767001857;0119EDA4
1684802049;010A6C64
2486701313;010D3894
0340461825;01094B14
1949108225;01082D74
0069740033;01262804
2494762497;010EB394
1690570241;010EC464
0069472001;010F2404
2226915073;0107BC84
1951599105;010A5374
1690571521;0113C464
0879824897;01107134
3825799937;011309E4
2487422465;010E4394
0608965377;01134C24
3568569601;010DB4D4
2489147393;01605D94
2485738497;015C2994
0071524097;015F4304
2767411713;015AF3A4
0618733313;011FE124
2761509889;014C99A4
0342513153;01566A14
1956469249;015A9D74
2756598529;015B4EA4
1145001985;01583F44
1418551809;01628D54
0608132353;015D3F24
1694391553;015DFE64
4095742465;011220F4
1144001537;01143044
3571277569;015FDDD4
1417174785;015F7854
2225102849;0160A084
3836107777;015CA6E4
0885263873;010EC434
1685719297;01097A64
4103495425;015F96F4
3032243201;015CBCB4
1152474625;015EB144
4096416513;015B2AF4
3289785857;012616C4
1409636609;01590554
3028376577;015C81B4
1957847041;0160B274
0344417025;01638714
0881023745;015B8334
3302774017;0155DCC4
0887379969;0158E434
2223923201;01608E84
2763547137;0162B8A4
1686836225;01148B64
3026278913;015A61B4
3300022529;0159B2C4
2752663809;015112A4
3028962561;014D8AB4
2216253953;015A1984
3299566337;0163ABC4
0611276801;01586F24
2751880193;015C06A4
2751617025;015802A4
2222743553;01607C84
1957236737;0110A974
0078142209;015BA804
1957517057;0157AD74
2767872001;0160FAA4
3035499521;010CEEB4
3297469441;01648BC4
0071518465;01494304
3289667073;015614C4
4097662209;015D3DF4
1145329921;01594444
1958764033;015EC074
0337271553;015B1A14
1157319937;014DFB44
0069820673;01612904
2214811905;01590384
1412718081;015E3454
3563590145;011268D4
1409639425;01640554
0620433921;0112FB24
0343431425;01597814
0339612417;01133E14
0343627009;01557B14
0884105217;0160B234
2492096001;015E8A94
3028443649;016282B4
3028031233;01177CB4
2498563329;010DED94
2762560769;0155A9A4
3563675137;015E69D4
2229492737;015CE384
3302381825;0159D6C4
